lead_id,email,company_name,industry,job_title,seniority_level,company_size,country,email_opens,email_clicks,website_visits,time_on_site,pages_viewed,content_downloads,form_submissions,event_attendance,demo_requests,pricing_page_views,feature_page_views,days_since_first_interaction,total_interactions,last_interaction_days,converted
LEAD_1147,luis80@example.net,Rhodes LLC,Education,"Designer, television/film set",Executive,1000+,Germany,10,5,4,575,7,4,0,0,0,2,0,36,44,27,0
LEAD_1148,petersonannette@example.com,Williams-Rubio,Education,"Journalist, newspaper",Mid,1000+,UK,9,3,3,133,16,1,2,1,1,1,3,18,18,10,0
LEAD_1149,nguyenmichael@example.net,Walker LLC,Healthcare,Learning mentor,Entry,1-10,Germany,3,8,39,794,10,1,1,1,1,1,0,37,22,22,0
LEAD_1150,darin26@example.net,"Harrell, Jacobs and Kelly",Healthcare,"Civil engineer, consulting",Entry,201-1000,USA,2,9,39,448,2,0,2,0,0,0,4,61,39,16,0
LEAD_1151,amandacherry@example.org,"Harrison, Rivera and Perkins",Finance,"Accountant, chartered certified",Entry,51-200,Germany,14,9,9,374,5,3,0,1,1,0,2,86,38,8,0
LEAD_1152,jessesmith@example.org,Robertson and Sons,Retail,"Buyer, industrial",Senior,51-200,Canada,17,3,33,574,15,0,1,0,0,0,3,81,43,23,0
LEAD_1153,moorejonathan@example.org,Thompson-Mcdaniel,Healthcare,Audiological scientist,Senior,51-200,UK,3,2,20,763,2,0,2,0,0,2,6,118,16,16,0
LEAD_1154,rebeccajacobson@example.org,"Spears, Mercado and Lyons",Healthcare,Web designer,Mid,11-50,Germany,10,2,20,279,11,1,2,1,1,2,7,63,21,10,0
LEAD_1155,newmanjoshua@example.com,"Powell, Fry and Jones",Technology,"Engineer, chemical",Entry,201-1000,USA,5,2,9,583,5,3,2,1,0,0,3,34,43,11,0
LEAD_1156,elopez@example.net,Kent-Benson,Healthcare,Advertising art director,Entry,1000+,Germany,13,0,19,687,5,0,1,1,0,3,1,32,11,24,0
LEAD_1157,miguel57@example.org,Bautista-Ford,Technology,Advertising account executive,Executive,1-10,USA,13,4,27,290,11,4,0,1,1,2,1,112,33,11,0
LEAD_1158,jessica64@example.com,Daniel Group,Education,"Teacher, primary school",Mid,1000+,Canada,17,7,13,28,12,4,0,1,0,4,9,38,47,24,0
LEAD_1159,melissalopez@example.org,"Carpenter, Watson and Stevenson",Technology,Psychiatric nurse,Executive,201-1000,India,1,7,19,107,10,4,1,0,1,4,0,17,28,3,0
LEAD_1160,vbrown@example.org,Ferguson Group,Healthcare,Automotive engineer,Executive,11-50,Germany,0,4,1,237,4,3,2,1,0,1,2,30,25,16,0
LEAD_1161,rhonda15@example.com,"Thomas, Durham and Parker",Healthcare,Academic librarian,Executive,1-10,India,11,6,7,192,18,2,2,0,1,0,4,27,12,26,1
LEAD_1162,qwalker@example.com,"Smith, Brown and Cox",Education,Occupational psychologist,Senior,1000+,Canada,5,9,35,291,13,2,0,0,1,1,3,98,40,25,0
LEAD_1163,dhernandez@example.net,"Trujillo, Williams and Allen",Technology,Health promotion specialist,Mid,1-10,Canada,17,8,27,576,15,2,2,0,0,2,4,14,54,27,0
LEAD_1164,zfuller@example.net,Cox-Vasquez,Healthcare,Theatre director,Executive,1-10,UK,14,6,2,245,7,4,1,1,0,1,1,71,36,14,0
LEAD_1165,pcole@example.com,Franklin-Davis,Technology,"Lecturer, further education",Entry,51-200,UK,6,7,29,485,12,1,0,1,0,2,8,15,35,7,0
LEAD_1166,hurleyfernando@example.org,Charles PLC,Retail,"Nurse, children's",Entry,51-200,UK,13,8,19,213,3,4,1,1,1,0,9,30,10,27,0
LEAD_1167,david98@example.org,"James, Weeks and Walls",Education,Midwife,Mid,201-1000,UK,9,6,17,269,12,4,0,0,1,1,8,63,43,28,1
LEAD_1168,zhoffman@example.org,Castillo Inc,Finance,Medical secretary,Executive,1-10,Germany,19,0,11,410,13,2,1,1,1,4,5,80,47,12,0
LEAD_1169,leonardhall@example.net,Cordova Inc,Technology,Medical illustrator,Entry,1-10,India,1,1,24,98,10,3,1,1,1,4,0,86,28,13,0
LEAD_1170,rebecca46@example.com,Mcfarland PLC,Finance,"Doctor, hospital",Senior,51-200,Germany,8,5,23,450,14,0,0,0,0,0,0,11,58,29,0
LEAD_1171,jennifermonroe@example.com,"Miles, Williams and Decker",Retail,"Psychologist, educational",Entry,201-1000,India,11,5,2,525,5,1,2,0,1,3,5,119,20,10,0
LEAD_1172,bellanita@example.com,Reyes-Silva,Retail,Fisheries officer,Mid,51-200,USA,15,7,14,129,1,2,0,1,1,4,0,117,10,6,0
LEAD_1173,randalljimenez@example.net,"Case, Edwards and Nelson",Finance,Historic buildings inspector/conservation officer,Executive,51-200,India,15,0,28,666,1,4,0,0,1,0,3,44,7,7,0
LEAD_1174,lindseylawrence@example.com,"Clark, Mcintyre and Sanchez",Education,Editorial assistant,Executive,201-1000,UK,2,3,15,144,10,0,1,0,0,1,0,113,19,24,0
LEAD_1175,uweber@example.org,Mckinney Ltd,Healthcare,Trade mark attorney,Senior,1-10,Germany,9,7,8,323,12,3,0,0,0,3,0,36,20,26,0
LEAD_1176,amy17@example.com,"Hernandez, Palmer and Blackwell",Retail,"Psychologist, educational",Executive,51-200,Germany,19,2,6,635,5,2,2,1,1,2,6,103,34,13,0
LEAD_1177,meganlowery@example.com,Scott Group,Healthcare,Toxicologist,Entry,1000+,USA,1,4,14,447,10,2,1,1,0,2,2,71,14,20,1
LEAD_1178,clineryan@example.net,Blair Inc,Education,Sub,Executive,201-1000,UK,11,0,32,640,10,0,2,0,0,1,5,4,45,18,1
LEAD_1179,robertsawyer@example.org,"Hudson, Davis and Chan",Education,Art gallery manager,Mid,201-1000,USA,10,5,21,544,12,2,0,1,1,4,7,62,56,29,0
LEAD_1180,christina77@example.org,Walters-Stevens,Technology,"Engineer, mining",Executive,201-1000,Canada,7,4,25,22,8,3,1,0,1,4,5,69,51,22,0
LEAD_1181,lopezjenny@example.com,Gonzales Inc,Healthcare,"Scientist, water quality",Senior,51-200,UK,6,3,6,112,10,3,2,1,1,4,2,77,35,12,1
LEAD_1182,robert05@example.com,Bowen Ltd,Retail,Land/geomatics surveyor,Mid,51-200,UK,6,7,33,69,17,3,1,1,1,3,5,112,26,21,0
LEAD_1183,derrick79@example.com,Johnson Ltd,Healthcare,Chartered legal executive (England and Wales),Mid,1000+,USA,15,0,6,560,18,2,2,0,1,2,3,88,25,21,1
LEAD_1184,manninggeorge@example.org,Smith Inc,Education,Textile designer,Entry,1000+,UK,12,2,13,177,11,0,0,0,1,3,1,20,39,18,0
LEAD_1185,cooperlisa@example.org,Pierce-Patterson,Healthcare,Agricultural engineer,Senior,1-10,India,9,5,13,473,6,3,1,0,0,3,5,110,53,7,0
LEAD_1186,bryandiaz@example.net,Williams Ltd,Technology,"Scientist, research (life sciences)",Entry,1000+,Canada,13,7,30,300,17,4,0,1,0,4,5,82,55,13,0
LEAD_1187,nlee@example.com,"Trevino, Cole and Giles",Finance,"Producer, radio",Senior,201-1000,India,17,9,7,414,11,4,0,1,1,2,9,53,41,10,0
LEAD_1188,lrobinson@example.net,French Group,Education,Colour technologist,Executive,1000+,Canada,14,2,0,674,8,1,2,1,0,4,8,27,59,18,1
LEAD_1189,crosbynathan@example.com,"Myers, Hodge and Evans",Healthcare,Armed forces operational officer,Senior,201-1000,USA,9,3,26,340,3,1,0,0,0,4,9,108,39,14,0
LEAD_1190,antonio35@example.net,"Arias, Johnson and Howell",Technology,Broadcast presenter,Executive,11-50,Germany,16,9,9,402,8,4,1,1,0,1,7,19,51,22,0
LEAD_1191,kevin72@example.com,Gibson-Sawyer,Education,Contracting civil engineer,Entry,51-200,Canada,19,1,17,534,19,2,2,1,0,3,0,40,33,29,0
LEAD_1192,danielle00@example.org,"Flynn, White and Williams",Technology,"Designer, jewellery",Entry,51-200,India,10,5,24,620,7,2,2,1,1,4,1,82,16,12,1
LEAD_1193,robertnorman@example.com,"Cabrera, Lee and Greene",Finance,Herbalist,Senior,1-10,Canada,7,3,33,277,16,2,1,0,0,0,0,109,20,24,0
LEAD_1194,coledonald@example.net,"Delacruz, Li and Powell",Finance,Insurance claims handler,Entry,1-10,UK,5,3,19,79,11,1,2,0,1,0,5,11,37,8,0
LEAD_1195,pking@example.org,"Hines, Gallegos and Anderson",Education,Leisure centre manager,Entry,51-200,India,10,2,14,25,1,3,2,1,1,1,3,27,17,23,0
LEAD_1196,uholt@example.org,"Quinn, Fitzpatrick and Ramos",Education,Chiropractor,Senior,201-1000,India,12,6,22,733,10,0,2,1,1,0,0,103,30,25,0
LEAD_1197,qhill@example.org,"Wilson, Love and Simmons",Education,Ophthalmologist,Senior,1000+,UK,6,7,3,596,15,3,1,1,1,3,6,81,52,23,0
LEAD_1198,troymiranda@example.net,"Chen, Ford and Sutton",Retail,"Radiographer, therapeutic",Mid,1000+,Germany,2,4,24,213,14,2,2,1,1,0,9,86,49,10,0
LEAD_1199,millernancy@example.com,Martinez PLC,Education,Nature conservation officer,Executive,1-10,Canada,19,1,22,632,9,0,0,0,0,1,0,83,40,20,0
LEAD_1200,pball@example.com,"Garcia, Singleton and Moore",Healthcare,Systems developer,Entry,11-50,Germany,10,2,6,637,18,0,1,0,0,3,6,111,36,12,0
LEAD_1201,kyle35@example.org,Gray Inc,Retail,Television floor manager,Entry,1000+,Germany,11,7,38,71,2,3,1,0,0,4,3,91,47,26,0
LEAD_1202,ybaker@example.net,Hawkins-Rice,Healthcare,Dealer,Senior,51-200,India,8,7,23,247,11,4,1,0,0,2,8,97,54,25,0
LEAD_1203,wilkinsanne@example.org,Dominguez-Burnett,Healthcare,Occupational therapist,Senior,11-50,UK,14,7,19,747,8,3,0,0,1,1,2,70,39,26,0
LEAD_1204,pjimenez@example.net,"Campbell, Hill and Moss",Healthcare,Police officer,Entry,51-200,UK,17,8,20,586,13,1,2,0,1,3,5,98,48,19,1
LEAD_1205,john99@example.com,"Williams, Anderson and Kelley",Retail,Barista,Senior,11-50,Canada,6,1,5,535,16,0,1,1,0,3,3,119,27,16,1
LEAD_1206,sowens@example.org,Snyder-Newman,Retail,English as a second language teacher,Senior,1000+,India,7,5,19,297,2,0,0,0,0,2,7,6,14,18,1
LEAD_1207,andrewsjennifer@example.org,"Morrison, Carpenter and Dickerson",Education,Cartographer,Mid,1000+,USA,13,3,22,366,7,2,0,1,0,2,5,18,39,12,0
LEAD_1208,richardsonpeter@example.com,Cooke Group,Healthcare,Health and safety adviser,Executive,1000+,India,18,4,31,710,14,2,2,0,0,2,3,107,41,6,0
LEAD_1209,wtodd@example.net,Garcia-Cruz,Healthcare,Prison officer,Mid,1000+,India,11,1,29,299,4,1,1,0,1,2,8,8,29,12,0
LEAD_1210,baileysamuel@example.net,Pitts Inc,Finance,"Accountant, chartered management",Mid,51-200,Canada,8,0,22,392,15,0,0,1,0,3,2,19,23,2,0
LEAD_1211,higginsdaniel@example.org,"Jones, Gonzalez and Lamb",Technology,Arts administrator,Senior,1-10,India,10,5,20,443,9,0,0,1,1,0,8,86,17,27,0
LEAD_1212,patriciamarshall@example.com,Travis and Sons,Retail,Forest/woodland manager,Senior,51-200,Germany,11,9,20,60,11,0,1,1,1,3,7,52,5,27,0
LEAD_1213,shawnwood@example.com,"Calderon, Humphrey and Sanchez",Education,"Engineer, building services",Senior,1-10,UK,16,6,32,102,19,4,1,0,1,2,1,60,10,15,0
LEAD_1214,valeriepace@example.net,"Alvarez, Mitchell and Patterson",Finance,Further education lecturer,Entry,201-1000,UK,10,7,35,294,16,4,1,1,1,1,6,20,38,23,0
LEAD_1215,davilajennifer@example.com,"Kelly, Castillo and Wells",Retail,IT technical support officer,Entry,1-10,India,10,9,11,340,18,4,0,0,1,1,4,37,38,6,1
LEAD_1216,toddortiz@example.net,Baird LLC,Technology,Retail manager,Mid,11-50,India,10,2,10,737,2,0,1,0,1,4,1,43,25,28,0
LEAD_1217,kevinmoore@example.net,"Cain, Grant and Jackson",Healthcare,Artist,Senior,11-50,USA,6,3,19,46,10,1,2,1,1,1,9,37,24,11,0
LEAD_1218,aarellano@example.org,Johnson Ltd,Education,"Engineer, communications",Senior,51-200,India,4,5,3,203,13,2,0,0,1,2,0,38,11,13,0
LEAD_1219,laura27@example.org,"Sweeney, Craig and Henry",Healthcare,Production engineer,Executive,11-50,India,17,8,27,709,3,2,2,0,1,3,4,88,25,6,0
LEAD_1220,figueroadevon@example.com,Carter Inc,Finance,"Copywriter, advertising",Mid,11-50,Canada,5,0,27,186,19,0,2,1,0,0,0,79,40,10,0
LEAD_1221,rodriguezmaria@example.org,"Aguirre, Olson and Thompson",Healthcare,"Engineer, materials",Mid,201-1000,India,3,3,29,336,10,2,2,0,1,1,6,66,17,8,0
LEAD_1222,zflores@example.com,Ward-Kelly,Retail,Administrator,Entry,51-200,Germany,5,8,5,656,4,3,0,0,0,2,8,55,50,29,0
LEAD_1223,oconnorfrederick@example.net,Jackson-Stewart,Healthcare,Plant breeder/geneticist,Executive,11-50,USA,8,2,23,130,16,1,1,1,0,3,4,69,8,28,0
LEAD_1224,haynesrobert@example.com,Miller PLC,Retail,Sports development officer,Mid,51-200,UK,10,5,26,375,15,0,1,0,1,4,2,40,6,23,0
LEAD_1225,terryjohn@example.com,"Dodson, Medina and Buckley",Retail,"Embryologist, clinical",Executive,1-10,Canada,4,7,9,792,7,0,1,0,1,4,5,102,50,5,0
LEAD_1226,sara13@example.net,Wright-Martin,Healthcare,Engineering geologist,Entry,201-1000,Germany,13,7,26,666,2,0,1,0,1,0,7,119,52,22,1
LEAD_1227,edwardho@example.org,Henderson-Palmer,Finance,Jewellery designer,Senior,1000+,UK,6,1,3,599,10,3,2,1,0,1,1,90,38,21,0
LEAD_1228,bramirez@example.net,Tucker-Martin,Finance,Insurance broker,Entry,201-1000,Canada,5,9,5,84,4,2,2,1,1,0,5,114,43,8,0
LEAD_1229,jerome38@example.net,Ryan-Johnson,Finance,"Psychotherapist, child",Mid,1000+,India,2,5,25,206,3,2,0,0,0,2,1,4,38,24,0
LEAD_1230,heather62@example.org,Bauer and Sons,Education,Barrister's clerk,Mid,51-200,Germany,19,6,2,297,17,3,1,1,0,1,4,111,37,8,0
LEAD_1231,rbaldwin@example.net,Jordan Inc,Finance,"Civil engineer, consulting",Senior,201-1000,UK,19,3,13,252,10,1,2,0,0,4,4,12,57,23,0
LEAD_1232,samuel99@example.net,"Riddle, Pugh and Mcmillan",Healthcare,"Clinical scientist, histocompatibility and immunogenetics",Senior,1000+,India,13,2,19,787,6,2,0,0,0,1,1,29,27,12,0
LEAD_1233,sean97@example.net,"Collins, Vargas and Crosby",Retail,Chief Operating Officer,Senior,1-10,Canada,13,3,36,265,16,4,1,1,1,3,0,96,52,10,0
LEAD_1234,spencedaniel@example.net,Cook and Sons,Finance,"Accountant, chartered public finance",Senior,1000+,UK,12,8,12,483,11,2,0,0,1,2,0,99,9,13,0
LEAD_1235,sberry@example.org,Bates-Calhoun,Healthcare,"Accountant, chartered certified",Mid,201-1000,India,14,5,6,616,13,2,2,1,0,4,6,22,37,18,0
LEAD_1236,taylorjames@example.com,Brown Group,Healthcare,Exercise physiologist,Senior,11-50,Canada,3,0,19,525,18,2,1,0,0,4,7,19,37,13,0
LEAD_1237,bbaker@example.org,Thomas Group,Technology,Art therapist,Mid,1000+,Canada,2,6,14,655,18,2,0,0,1,1,4,28,54,27,1
LEAD_1238,william08@example.com,Johnson-Reed,Healthcare,Field seismologist,Senior,1000+,UK,8,8,4,152,7,1,2,0,0,0,2,39,25,12,0
LEAD_1239,jesse57@example.com,Garcia-Hoover,Technology,"Conservation officer, nature",Entry,1-10,USA,17,5,5,192,12,0,0,1,1,4,8,105,49,15,0
LEAD_1240,fryjoshua@example.com,Roberts-Walker,Technology,Acupuncturist,Senior,1000+,Canada,2,8,34,340,13,4,1,0,0,4,3,32,17,4,0
LEAD_1241,ytaylor@example.org,"Shepherd, Campbell and Williams",Healthcare,Insurance risk surveyor,Entry,11-50,USA,9,4,25,331,18,2,0,0,0,1,5,81,38,7,1
LEAD_1242,garzadustin@example.net,Stone-Gray,Finance,Television camera operator,Entry,11-50,Canada,14,1,16,197,9,2,0,1,1,4,3,101,48,7,0
LEAD_1243,xroberson@example.org,"Allen, Bell and Nichols",Retail,"Designer, multimedia",Mid,1000+,Canada,7,4,9,43,13,1,1,0,1,4,3,61,32,8,0
LEAD_1244,linda86@example.org,"White, Casey and Gilbert",Finance,Tourism officer,Mid,1-10,Germany,2,2,32,714,1,1,2,1,0,2,2,34,50,26,0
LEAD_1245,qwashington@example.com,Walker LLC,Education,Gaffer,Mid,11-50,Germany,19,1,15,678,8,4,1,0,0,0,2,112,37,9,0
LEAD_1246,morganamy@example.com,"Day, Nguyen and Cunningham",Finance,"Scientist, forensic",Senior,201-1000,USA,2,6,23,324,6,4,2,1,0,0,2,24,44,10,0
LEAD_1247,bowersnicole@example.com,Swanson-Williams,Finance,Barrister's clerk,Mid,51-200,Canada,13,1,18,247,19,1,1,1,1,4,1,11,38,1,0
LEAD_1248,hannahweaver@example.net,Jones-Parker,Finance,Dentist,Entry,11-50,Canada,9,0,3,791,5,4,0,1,1,1,2,95,35,11,0
LEAD_1249,zgrant@example.org,Hatfield-Andersen,Retail,Passenger transport manager,Senior,1-10,UK,12,3,7,230,17,0,2,1,1,3,1,5,37,17,0
LEAD_1250,qmeyer@example.net,Williams-Dean,Technology,Colour technologist,Executive,11-50,Germany,17,4,33,716,19,1,2,0,1,4,5,93,17,24,0
LEAD_1251,beckersarah@example.org,"Rose, Bryant and Sanders",Retail,"Scientist, research (physical sciences)",Senior,201-1000,UK,16,9,7,540,13,1,0,0,1,3,7,94,12,24,0
LEAD_1252,joseph01@example.net,Sullivan-Shelton,Technology,"Runner, broadcasting/film/video",Entry,51-200,Canada,8,4,22,463,16,0,2,0,1,4,3,92,53,16,1
LEAD_1253,hannahbrown@example.org,"Johns, Martinez and Chaney",Retail,Higher education careers adviser,Executive,1000+,India,12,4,37,620,9,4,0,1,1,3,9,4,28,26,1
LEAD_1254,racheltran@example.com,"Blevins, Cohen and Rodriguez",Technology,Engineering geologist,Executive,1-10,UK,6,8,5,120,6,2,2,1,1,0,5,95,24,10,1
LEAD_1255,anthony06@example.com,Cameron and Sons,Education,"Geneticist, molecular",Executive,1-10,USA,7,2,10,71,14,4,2,1,0,4,1,42,20,25,0
LEAD_1256,pflores@example.net,Adams-Carlson,Retail,"Surveyor, rural practice",Senior,51-200,India,18,3,9,41,2,0,0,0,1,0,4,114,47,13,0
LEAD_1257,gbanks@example.net,"Robles, Hernandez and Estrada",Healthcare,"Programme researcher, broadcasting/film/video",Entry,1000+,Germany,2,3,6,468,19,2,0,0,1,4,7,57,19,26,0
LEAD_1258,jessicagallegos@example.com,Kelly-Foster,Technology,Estate manager/land agent,Senior,51-200,Germany,12,9,12,662,10,3,2,1,1,1,5,3,18,17,0
LEAD_1259,henrybeth@example.org,Mueller Ltd,Finance,Games developer,Senior,11-50,USA,14,4,34,491,18,3,0,0,0,4,3,47,6,25,0
LEAD_1260,wellsmichelle@example.com,"Franklin, Potts and Day",Healthcare,"Development worker, international aid",Executive,1-10,Canada,10,1,21,390,10,4,0,0,0,0,1,97,54,13,0
LEAD_1261,melissamiller@example.org,"Frank, Cook and Ward",Education,Lawyer,Mid,201-1000,Germany,18,0,33,634,5,4,1,1,1,3,1,26,58,4,1
LEAD_1262,dpalmer@example.org,Bradley-Ray,Education,Pensions consultant,Senior,1-10,USA,9,4,4,336,19,1,2,0,0,1,8,68,26,18,0
LEAD_1263,paul75@example.org,Weber Ltd,Healthcare,Catering manager,Mid,201-1000,Canada,7,2,32,159,1,3,2,1,0,3,9,100,56,1,1
LEAD_1264,davidjones@example.net,Tucker Ltd,Healthcare,"Journalist, magazine",Entry,11-50,India,2,5,36,483,6,2,2,0,0,3,6,79,58,28,0
LEAD_1265,sstewart@example.com,Reed LLC,Healthcare,Market researcher,Mid,1-10,Canada,19,7,18,470,12,3,1,0,1,4,1,22,18,24,0
LEAD_1266,beanjason@example.org,Scott and Sons,Healthcare,Marine scientist,Senior,11-50,India,14,0,7,473,15,2,2,0,0,4,8,25,39,20,1
LEAD_1267,kpierce@example.org,"Nelson, Smith and Schmitt",Education,Chartered loss adjuster,Entry,11-50,India,5,3,22,531,10,4,2,1,1,3,2,30,8,12,0
LEAD_1268,sarahdalton@example.com,Sanchez PLC,Healthcare,Banker,Senior,11-50,Canada,19,2,19,230,18,3,2,1,1,2,6,34,18,5,0
LEAD_1269,jessicamartinez@example.net,Hughes-Cardenas,Technology,Comptroller,Executive,11-50,India,5,9,20,234,6,4,2,1,0,2,2,75,19,13,0
LEAD_1270,joshua80@example.org,Martinez-Bennett,Healthcare,Food technologist,Entry,51-200,Canada,16,3,2,560,4,4,1,0,0,3,1,76,29,11,0
LEAD_1271,chenjohn@example.net,"Chavez, Norton and Ochoa",Healthcare,Furniture designer,Entry,1000+,Canada,2,3,17,767,16,4,2,0,1,3,9,111,40,11,0
LEAD_1272,smithkyle@example.com,Barnes-Hinton,Finance,Land,Mid,11-50,India,0,3,11,21,1,4,2,0,1,1,2,11,7,19,0
LEAD_1273,kelsey79@example.com,Jordan-Ingram,Healthcare,Civil Service fast streamer,Mid,201-1000,India,13,6,28,574,16,0,1,0,0,3,6,69,16,11,1
LEAD_1274,arnoldchristopher@example.org,Wagner-Haley,Retail,Chief Technology Officer,Senior,11-50,UK,18,0,29,144,12,2,1,1,1,0,0,46,24,26,1
LEAD_1275,cespinoza@example.com,Vazquez Inc,Retail,Trade mark attorney,Executive,51-200,USA,18,5,21,290,1,3,0,0,0,4,8,56,40,6,0
LEAD_1276,huertasara@example.org,"Hernandez, Gregory and Johnson",Finance,"Therapist, nutritional",Mid,51-200,India,1,0,2,197,5,1,2,1,1,3,2,86,34,19,0
LEAD_1277,cwhite@example.com,Carpenter-Williams,Finance,Educational psychologist,Executive,1-10,Germany,10,5,15,551,16,4,0,1,0,2,4,70,42,21,0
LEAD_1278,sanchezcameron@example.org,Bridges-Ruiz,Education,Network engineer,Mid,1-10,Germany,5,2,6,687,2,2,0,1,0,0,0,2,16,13,0
LEAD_1279,travisbryant@example.org,"Garcia, Harding and Kennedy",Technology,Licensed conveyancer,Executive,1-10,India,3,3,0,261,1,0,2,1,0,3,7,54,42,26,0
LEAD_1280,crystalrandall@example.com,Hansen-Wang,Retail,"Surveyor, hydrographic",Mid,201-1000,India,11,0,23,679,2,3,0,0,1,2,0,98,45,5,0
LEAD_1281,jenniferpaul@example.org,Long PLC,Technology,"Designer, graphic",Executive,51-200,India,8,8,24,273,7,2,1,0,0,2,7,100,26,12,0
LEAD_1282,victoria79@example.org,"Lowe, Parker and Martinez",Finance,Sales executive,Senior,201-1000,Germany,0,0,33,798,16,4,2,1,1,4,1,53,49,14,0
LEAD_1283,robertdavis@example.org,"Jones, Brandt and Mcgrath",Technology,"Restaurant manager, fast food",Senior,1000+,India,14,2,20,406,18,1,2,1,0,2,6,72,46,19,0
LEAD_1284,gfuller@example.org,"Santos, Lucas and Conley",Healthcare,Interior and spatial designer,Mid,11-50,UK,19,3,6,395,19,2,2,0,0,2,2,52,12,21,0
LEAD_1285,jameshernandez@example.com,Johnson-Moore,Technology,Legal secretary,Entry,51-200,USA,2,5,13,737,7,4,2,0,0,3,5,73,7,9,0
LEAD_1286,allenmichael@example.org,Faulkner-Wade,Retail,Education administrator,Senior,201-1000,UK,8,4,35,761,16,0,0,1,1,2,2,27,17,29,0
LEAD_1287,zarmstrong@example.net,Jones Ltd,Healthcare,Sports therapist,Senior,1000+,UK,5,9,37,213,8,4,0,0,1,1,6,40,52,5,0
LEAD_1288,llloyd@example.net,Copeland-Watkins,Healthcare,Hospital pharmacist,Executive,51-200,Canada,10,8,16,421,18,4,1,1,0,0,7,1,51,6,1
LEAD_1289,chasewright@example.com,Gardner Ltd,Education,Facilities manager,Mid,1000+,India,11,9,26,774,18,0,2,0,0,2,8,7,41,26,0
LEAD_1290,laurabrown@example.org,"Brown, Joseph and Miller",Education,Economist,Senior,201-1000,Germany,9,9,25,129,10,0,1,1,1,2,5,21,49,8,1
LEAD_1291,gcombs@example.net,Taylor Ltd,Technology,Environmental education officer,Executive,1000+,Germany,19,6,31,73,2,2,1,0,0,0,0,58,24,3,0
LEAD_1292,debrarussell@example.org,Moore Ltd,Education,"Pilot, airline",Entry,1000+,India,8,1,28,381,2,1,0,1,0,2,2,115,31,27,0
LEAD_1293,stephanie16@example.org,Odom-Stewart,Education,Stage manager,Entry,201-1000,Canada,19,5,1,300,6,3,2,0,0,2,1,17,38,24,0
LEAD_1294,victoriaclark@example.com,"Cain, Garcia and Berry",Healthcare,Event organiser,Executive,1-10,UK,8,1,9,681,19,1,0,1,0,3,3,23,50,1,0
LEAD_1295,lisaatkinson@example.com,"Crane, Newton and Hernandez",Retail,Musician,Entry,1-10,India,7,5,10,313,12,2,2,1,0,4,2,93,5,14,0
LEAD_1296,harrislisa@example.com,"Pratt, Smith and Bauer",Education,"Scientist, marine",Mid,201-1000,Germany,14,5,36,178,14,0,1,0,0,3,5,30,54,27,0
LEAD_1297,raymondangel@example.com,"Mitchell, Green and Butler",Finance,"Merchandiser, retail",Senior,1-10,UK,0,6,33,683,1,4,0,1,0,4,3,5,33,17,0
LEAD_1298,petersoncharles@example.net,Higgins-Saunders,Technology,Environmental education officer,Executive,11-50,India,9,2,9,577,5,4,1,0,0,1,9,57,10,8,1
LEAD_1299,qford@example.net,Short LLC,Education,Financial controller,Entry,51-200,India,5,3,39,712,14,1,2,1,0,1,7,51,58,7,0
LEAD_1300,paulfoster@example.net,Lucero-Garrett,Technology,Armed forces technical officer,Mid,201-1000,UK,15,8,16,225,18,4,1,0,1,4,8,58,18,7,0
LEAD_1301,tylercabrera@example.com,Parker-Robinson,Retail,Pension scheme manager,Entry,1-10,UK,5,8,25,235,4,2,2,0,1,0,2,91,30,27,0
LEAD_1302,zweber@example.net,Hernandez-Richards,Technology,"Investment banker, operational",Executive,1000+,India,3,2,5,530,3,3,2,1,0,4,0,104,40,3,0
LEAD_1303,josejohnson@example.com,Diaz and Sons,Healthcare,Estate manager/land agent,Executive,51-200,Canada,19,4,6,47,6,2,2,1,0,1,6,28,58,27,0
LEAD_1304,nicholasconley@example.org,Wang Ltd,Healthcare,Firefighter,Executive,11-50,UK,4,6,18,597,19,4,1,0,0,0,3,12,32,8,0
LEAD_1305,vgraham@example.com,Murray-Marks,Technology,"Accountant, chartered certified",Senior,51-200,USA,6,3,7,627,11,1,2,1,0,3,4,103,47,28,0
LEAD_1306,lperkins@example.net,Green-Tyler,Finance,Accounting technician,Mid,51-200,Canada,14,1,38,102,4,3,1,1,1,4,1,66,40,25,0
LEAD_1307,gking@example.org,Hancock Inc,Finance,"Education officer, environmental",Mid,51-200,USA,19,1,39,549,11,0,1,0,0,0,6,9,9,4,0
LEAD_1308,christopher24@example.org,"Diaz, Davis and Mckay",Technology,Hydrologist,Mid,51-200,Germany,14,3,27,682,2,0,1,1,0,0,7,106,53,1,1
LEAD_1309,wcruz@example.org,Taylor Inc,Education,Hospital pharmacist,Senior,201-1000,USA,9,8,21,303,18,0,0,0,0,0,2,93,15,15,0
LEAD_1310,erincooper@example.com,"Moss, Patrick and Young",Healthcare,Immigration officer,Executive,201-1000,UK,5,7,38,428,2,1,0,1,1,3,7,55,58,11,0
LEAD_1311,cassandrajennings@example.net,"Archer, Watson and Kirk",Technology,Psychiatrist,Mid,51-200,USA,11,7,38,701,16,1,1,1,0,1,7,96,5,8,0
LEAD_1312,shepherdjared@example.com,Hall PLC,Healthcare,"Investment banker, operational",Senior,51-200,UK,14,0,39,431,3,3,1,0,1,0,0,39,20,23,0
